,Unnamed: 0.1,Unnamed: 0,file,rubrics,keywords,title,city,genre,date,texts,tokens
19779555,2767899,2767899,26327149.xml,wi,EZB Konjunktur,EZB sieht keine Inflationsgefahr.,Frankfurt/Main,,2011-01-20,"Seit der Euro-Einführung lag die Inflation im Euroraum nach EZB- Angaben im Schnitt bei 1,97 Prozent.","[['seit', 'euroeinfuhr', 'lag', 'inflation', 'euroraum', 'ezb', 'angab', 'schnitt', 'prozent']]"
19780064,2768408,2768408,26330729.xml,wi,EZB Konjunktur Preise,"(Zusammenfassung 1230) EZB sieht keine Inflationsgefahr Von Harald Schmidt, dpa.",Frankfurt/Main,,2011-01-20,"Die Angst vor Inflation geht um, doch Europas Währungshüter beruhigen: Die 331 Millionen Menschen im Euroraum könnten sich darauf verlassen, dass die EZB für Preisstabilität sorgt.","[['angst', 'inflation', 'geht', 'europas', 'wahrungshut', 'beruh', 'million', 'mensch', 'euroraum', 'konnt', 'darauf', 'verlass', 'ezb', 'preisstabilitat', 'sorgt']]"
19780077,2768421,2768421,26330729.xml,wi,EZB Konjunktur Preise,"(Zusammenfassung 1230) EZB sieht keine Inflationsgefahr Von Harald Schmidt, dpa.",Frankfurt/Main,,2011-01-20,"Seit der Euro-Einführung lag die Inflation im Euroraum nach EZB- Angaben im Schnitt bei 1,97 Prozent.","[['seit', 'euroeinfuhr', 'lag', 'inflation', 'euroraum', 'ezb', 'angab', 'schnitt', 'prozent']]"
19788954,2777298,2777298,26374626.xml,pl,Frankreich Pressestimmen Finanzen,«Le Monde»: Die Inflation ist wieder da.,Paris,,2011-01-23,Paris Die unabhängige französische Tageszeitung «Le Monde» kommentiert am Sonntag den allgemeinen Preisanstieg: «Alle denken an die Nachfolge von Jean-Claude Trichet als Präsident der Europäischen Zentralbank (EZB) im Herbst 2011.,"[['paris', 'unabhang', 'franzos', 'tageszeit', '«', 'le', 'mond', '»', 'kommentiert', 'sonntag', 'allgemein', 'preisanstieg', '«', 'denk', 'nachfolg', 'jeanclaud', 'trichet', 'prasident', 'europa', 'zentralbank', 'ezb', 'herb']]"
19791537,2779881,2779881,26387539.xml,wi,Konjunktur Preise,"(Themenpaket Inflation - Fragen & Antworten) Inflation: Notwendiges Übel oder Wohlstandsfeind? Von Daniel Rademacher, dpa (Mit den Grafiken 14055 und 13940).",Berlin,,2011-01-24,"«Nur so können die Signale richtig abgelesen werden: Was ist knapper geworden, was ist wertvoller geworden.» So sieht auch die Europäische Zentralbank (EZB) in einer Inflation von knapp zwei Prozent Preisstabilität.","[['«', 'signal', 'richtig', 'abgeles', 'knapp', 'geword', 'wertvoll', 'geword', '»', 'sieht', 'europa', 'zentralbank', 'ezb', 'inflation', 'knapp', 'zwei', 'prozent', 'preisstabilitat']]"
19806059,2794403,2794403,26465359.xml,wi,Preise Verbraucher,"(Zusammenfassung 1530) Energiepreise treiben Teuerung auf 1,9 Prozent Von Harald Schmidt, dpa.",Wiesbaden,,2011-01-27,"Insgesamt bleibt die Inflation in Deutschland damit im Zielkorridor der Europäischen Zentralbank (EZB), die eine jährliche Teuerung von knapp unter zwei Prozent anstrebt.","[['insgesamt', 'bleibt', 'inflation', 'deutschland', 'zielkorridor', 'europa', 'zentralbank', 'ezb', 'jahrlich', 'teuer', 'knapp', 'zwei', 'prozent', 'anstrebt']]"
19806069,2794413,2794413,26465359.xml,wi,Preise Verbraucher,"(Zusammenfassung 1530) Energiepreise treiben Teuerung auf 1,9 Prozent Von Harald Schmidt, dpa.",Wiesbaden,,2011-01-27,"Zudem könnte die Schuldenkrise in einigen Euroländern die deutsche Inflation beeinflussen, wie Unicredit-Experte Alexander Koch erklärt: «Die Schwäche in anderen Euroländern hält die EZB davon ab, die Zinsen anzuheben.» Denn das rekordniedrige Zinsniveau werde die ohnehin äußerst wettbewerbsfähige deutsche Wirtschaft unterstützen und den privaten Konsum weiter anheizen.","[['zud', 'schuldenkris', 'euroland', 'deutsch', 'inflation', 'beeinfluss', 'unicreditexpert', 'alexand', 'koch', 'erklart', '«', 'schwach', 'euroland', 'halt', 'ezb', 'davon', 'ab', 'zins', 'anzuheb', '»', 'rekordniedr', 'zinsniveau', 'ohnehin', 'ausserst', 'wettbewerbsfah', 'deutsch', 'wirtschaft', 'unterstutz', 'privat', 'konsum', 'anheiz']]"
19816444,2804788,2804788,26500285.xml,wi,EU Inflation,Inflation im Euroraum auf Zwei-Jahres-Höchststand.,Luxemburg,,2011-01-31,"Somit verharrt die Inflation weiterhin deutlich über der wichtigen Marke von zwei Prozent, die die Europäische Zentralbank (EZB) anstrebt.","[['somit', 'verharrt', 'inflation', 'weiterhin', 'deutlich', 'wichtig', 'mark', 'zwei', 'prozent', 'europa', 'zentralbank', 'ezb', 'anstrebt']]"
19822727,2811071,2811071,26523471.xml,wi,Währung Euro,"(Zusammenfassung 1715) Euro bleibt über 1,37 Dollar.",Frankfurt/Main,,2011-02-01,Die EZB selbst strebt mittelfristig eine Inflationsrate von knapp zwei Prozent an.,"[['ezb', 'strebt', 'mittelfrist', 'inflationsrat', 'knapp', 'zwei', 'prozent']]"
19822728,2811072,2811072,26523471.xml,wi,Währung Euro,"(Zusammenfassung 1715) Euro bleibt über 1,37 Dollar.",Frankfurt/Main,,2011-02-01,Die anziehende Inflation und warnende Aussagen von EZB- Präsident Jean-Claude Trichet hatten zuletzt Zinserhöhungsspekulationen geschürt.,"[['anzieh', 'inflation', 'warnend', 'aussag', 'ezb', 'prasident', 'jeanclaud', 'trichet', 'zuletzt', 'zinserhohungsspekulation', 'geschurt']]"
19826791,2815135,2815135,26530866.xml,wi,Währung Euro,"(Zusammenfassung 1715) Euro pendelt sich bei Marke von 1,38 US-Dollar ein.",Frankfurt/Main,,2011-02-02,Trichet dürfte sich weiterhin gegen den zuletzt verzeichneten Preisanstieg in der Eurozone stemmen.,"[['trichet', 'durft', 'weiterhin', 'zuletzt', 'verzeichnet', 'preisanstieg', 'eurozon', 'stemm']]"
19826795,2815139,2815139,26530866.xml,wi,Währung Euro,"(Zusammenfassung 1715) Euro pendelt sich bei Marke von 1,38 US-Dollar ein.",Frankfurt/Main,,2011-02-02,Bereits bei der ersten Sitzung des Jahres hatte Trichet mit dem Hinweis auf eine vorübergehend erhöhte Inflation Erwartungen in Richtung Zinserhöhung geschürt.,"[['bereit', 'erst', 'sitzung', 'jahr', 'trichet', 'hinweis', 'vorubergeh', 'erhoht', 'inflation', 'erwart', 'richtung', 'zinserhoh', 'geschurt']]"
19827743,2816087,2816087,26532030.xml,wi,EZB Zinsen,(Vorausmeldung) EZB berät über Strategie gegen Inflation.,Frankfurt/Main,,2011-02-02,(Vorausmeldung) EZB berät über Strategie gegen Inflation.,"[['vorausmeld', 'ezb', 'berat', 'strategi', 'inflation']]"
19827744,2816088,2816088,26532030.xml,wi,EZB Zinsen,(Vorausmeldung) EZB berät über Strategie gegen Inflation.,Frankfurt/Main,,2011-02-02,Frankfurt/Main Die währungspolitische Strategie gegen die Inflation steht morgen (Donnerstag/09.00) im Mittelpunkt der Ratssitzung der Europäischen Zentralbank (EZB) in Frankfurt.,"[['frankfurtmain', 'wahrungspolit', 'strategi', 'inflation', 'steht', 'morg', 'donnerstag', 'mittelpunkt', 'ratssitz', 'europa', 'zentralbank', 'ezb', 'frankfurt']]"
19829812,2818156,2818156,26536359.xml,wi,EZB Zinsen,"(Überblick 1345) EZB lässt Euro-Leitzins bei 1,0 Prozent.",Frankfurt/Main,,2011-02-03,"Aktuell beträgt die Inflation im Euro-Raum 2,4 Prozent, die EZB sieht mittelfristig stabile Preise bei Raten von knapp unter 2,0 Prozent gewahrt.","[['aktuell', 'betragt', 'inflation', 'euroraum', 'prozent', 'ezb', 'sieht', 'mittelfrist', 'stabil', 'preis', 'rat', 'knapp', 'prozent', 'gewahrt']]"
19829859,2818203,2818203,26536499.xml,wi,EZB Zinsen,(Zusammenfassung 1430) EZB lässt Euro-Leitzins unverändert.,Frankfurt/Main,,2011-02-03,Mit dem Beschluss des Zentralbankrates vom Donnerstag setzt die EZB damit trotz steigender Inflation ihre Politik des billigen Geldes fort.,"[['beschluss', 'zentralbankrat', 'donnerstag', 'setzt', 'ezb', 'trotz', 'steigend', 'inflation', 'polit', 'billig', 'geld', 'fort']]"
19829863,2818207,2818207,26536499.xml,wi,EZB Zinsen,(Zusammenfassung 1430) EZB lässt Euro-Leitzins unverändert.,Frankfurt/Main,,2011-02-03,"Aktuell beträgt die Inflation im Euro-Raum 2,4 Prozent, die EZB sieht mittelfristig stabile Preise bei Raten von knapp unter 2,0 Prozent gewahrt.","[['aktuell', 'betragt', 'inflation', 'euroraum', 'prozent', 'ezb', 'sieht', 'mittelfrist', 'stabil', 'preis', 'rat', 'knapp', 'prozent', 'gewahrt']]"
19831044,2819388,2819388,26538052.xml,wi,EZB Zinsen Preise,(Zusammenfassung 1545) EZB lässt sich nicht von Inflationssorgen treiben (Bild geplant).,Frankfurt/Main,,2011-02-03,Volkswirte und Analysten rechnen wegen der anziehenden Inflation inzwischen früher mit einem Zinsschritt der EZB nach oben als noch vor wenigen Wochen.,"[['volkswirt', 'analyst', 'rechn', 'weg', 'anzieh', 'inflation', 'inzwisch', 'fruh', 'zinsschritt', 'ezb', 'oben', 'wenig', 'woch']]"
19840357,2828701,2828701,26558139.xml,wi,Währung Euro,"Eurokurs steigt wieder über die Marke von 1,36 Dollar.",Frankfurt/Main,,2011-02-07,"In der vergangenen Woche war der Euro unter Druck geraten, nachdem sich EZB-Präsident Jean-Claude Trichet nicht mehr ganz so besorgt hinsichtlich der Inflation gezeigt hatte.","[['vergang', 'woch', 'euro', 'druck', 'gerat', 'nachd', 'ezbprasident', 'jeanclaud', 'trichet', 'nicht', 'mehr', 'ganz', 'besorgt', 'hinsicht', 'inflation', 'gezeigt']]"
19851717,4785,4785,26582680.xml,wi,EZB Zinsen Preise,EZB: Preisstabilität auf mittlere Sicht gewährleistet.,Frankfurt/Main,,2011-02-10,Die EZB strebt mittelfristig eine Inflation von knapp unter zwei Prozent an.,"[['ezb', 'strebt', 'mittelfrist', 'inflation', 'knapp', 'zwei', 'prozent']]"
19856080,9148,9148,26590187.xml,wi,Preise Verbraucher,"Inflationsrate klettert auf 2,0 Prozent.",Wiesbaden,,2011-02-11,Die Europäische Zentralbank (EZB) strebt für die Eurozone mittelfristig eine Inflationsrate von knapp zwei Prozent an.,"[['europa', 'zentralbank', 'ezb', 'strebt', 'eurozon', 'mittelfrist', 'inflationsrat', 'knapp', 'zwei', 'prozent']]"
19856442,9510,9510,26591037.xml,wi,Preise Verbraucher,"(Zusammenfassung 1045) Inflationsrate bei 2,0 Prozent: Höchster Stand seit Oktober 2008 (Mit Grafik Nr. 14148).",Wiesbaden,,2011-02-11,"Mit dem Anstieg um 2,0 Prozent liegt die Inflation in Deutschland knapp über dem Zielkorridor der Europäischen Zentralbank (EZB), die eine jährliche Teuerung von knapp unter zwei Prozent anstrebt.","[['anstieg', 'prozent', 'liegt', 'inflation', 'deutschland', 'knapp', 'zielkorridor', 'europa', 'zentralbank', 'ezb', 'jahrlich', 'teuer', 'knapp', 'zwei', 'prozent', 'anstrebt']]"
19865063,18131,18131,26612056.xml,wi,Bundesbank EZB Bundesregierung,(Zusammenfassung 1245) Regierung: EZB-Chef muss keinen deutschen Pass haben.,Berlin,,2011-02-14,"Entscheidend sei, dass der Nachfolger von EZB-Präsident Jean-Claude Trichet die deutschen Vorstellungen von einer stabilen Währung und dem Kampf gegen Inflation teile.","[['entscheid', 'sei', 'nachfolg', 'ezbprasident', 'jeanclaud', 'trichet', 'deutsch', 'vorstell', 'stabil', 'wahrung', 'kampf', 'inflation', 'teil']]"
19866759,19827,19827,26615120.xml,wi,Bundesbank Bundesregierung,"(Zusammenfassung 1715 - neu: Gröhe, mehr Bundesbank) Regierung: EZB-Chef muss kein Deutscher sein.",Berlin,,2011-02-14,"Entscheidend sei, dass der Nachfolger von EZB-Präsident Jean-Claude Trichet die deutschen Vorstellungen von einer stabilen Währung und dem Kampf gegen Inflation teile.","[['entscheid', 'sei', 'nachfolg', 'ezbprasident', 'jeanclaud', 'trichet', 'deutsch', 'vorstell', 'stabil', 'wahrung', 'kampf', 'inflation', 'teil']]"
19881674,34742,34742,26644064.xml,wi,Preise,Energie beschleunigt Auftrieb der Erzeugerpreise.,Wiesbaden,,2011-02-18,"Die Europäische Zentralbank (EZB) hatte zuletzt mehrfach einen kurzfristigen Aufwärtsdruck auf die Inflation vorhergesagt, der in erster Linie auf die Energie- und Rohstoffpreise zurückzuführen sei.","[['europa', 'zentralbank', 'ezb', 'zuletzt', 'mehrfach', 'kurzfrist', 'aufwartsdruck', 'inflation', 'vorhergesagt', 'erst', 'lini', 'energi', 'rohstoffpreis', 'zuruckzufuhr', 'sei']]"
19910214,63282,63282,26721517.xml,wi,Verbraucher Preise,"(Zusammenfassung 1615) Trotz teurer Energie: Inflationsrate bleibt bei 2,0 Prozent.",Wiesbaden,,2011-02-25,"Die Europäische Zentralbank (EZB) geht davon aus, dass die Inflation nur vorübergehend steigt, über das Jahr gesehen aber knapp unter 2,0 Prozent liegen wird.","[['europa', 'zentralbank', 'ezb', 'geht', 'davon', 'inflation', 'vorubergeh', 'steigt', 'jahr', 'geseh', 'knapp', 'prozent', 'lieg']]"
19918315,71383,71383,26741891.xml,wi,Euro Währung,"(Zusammenfassung 1700) Euro stabilisiert sich über 1,38 Dollar.",Frankfurt/Main,,2011-02-28,"Experten rechnen damit, dass die EZB ihre Wortwahl wegen der anziehenden Inflation verschärfen wird.","[['expert', 'rechn', 'ezb', 'wortwahl', 'weg', 'anzieh', 'inflation', 'verscharf']]"
19923003,76071,76071,26751818.xml,wi,Währung Euro,"(Zusammenfassung 1715) Euro hält sich über 1,38 Dollar.",Frankfurt/Main,,2011-03-01,"Sollten die europäischen Zentralbanker ihren Wortlaut wegen der anziehenden Inflation verschärfen, dürfte dies den Euro beflügeln.","[['sollt', 'europa', 'zentralbank', 'wortlaut', 'weg', 'anzieh', 'inflation', 'verscharf', 'durft', 'euro', 'beflugeln']]"
19931469,84537,84537,26779242.xml,wi,EZB Preise,EZB erhöht Inflationsprognose für 2011 deutlich.,Frankfurt/Main,,2011-03-03,"Getrieben von steigenden Energie- und Rohstoffpreisen steige die Inflation im laufenden Jahr auf 2,3 Prozent (Spanne: 2,0 bis 2,6), sagte EZB-Präsident Jean-Claude Trichet am Donnerstag in Frankfurt und schloss eine baldige Zinserhöhung nicht mehr aus.","[['getrieb', 'steigend', 'energi', 'rohstoffpreis', 'steig', 'inflation', 'laufend', 'jahr', 'prozent', 'spann', 'sagt', 'ezbprasident', 'jeanclaud', 'trichet', 'donnerstag', 'frankfurt', 'schloss', 'baldig', 'zinserhoh', 'nicht', 'mehr']]"
19932057,85125,85125,26781365.xml,wi,EZB Zinsen,"(Zusammenfassung 1630) Trichet: Zinserhöhung im April möglich Von Harald Schmidt und Max-Morten Borgmann, dpa (Bild geplant).",Frankfurt/Main,,2011-03-03,"Getrieben von steigenden Energie- und Rohstoffpreisen steige die Inflation auf 2,3 Prozent (Spanne: 2,0 bis 2,6), sagte Trichet am Donnerstag.","[['getrieb', 'steigend', 'energi', 'rohstoffpreis', 'steig', 'inflation', 'prozent', 'spann', 'sagt', 'trichet', 'donnerstag']]"
19932804,85872,85872,26784027.xml,wi,Börsen Effekten,Dax im Plus - mögliche Zinserhöhung begrenzt die Gewinne.,Frankfurt/Main,,2011-03-03,"Die Europäische Zentralbank (EZB) hatte den Leitzins zwar bei 1,0 Prozent belassen, allerdings den Ton wegen der anziehenden Inflation verschärft.","[['europa', 'zentralbank', 'ezb', 'leitzin', 'prozent', 'belass', 'allerding', 'ton', 'weg', 'anzieh', 'inflation', 'verscharft']]"
19932810,85878,85878,26784382.xml,wi,KORR-Inland EZB Zinsen,"Schocktherapie: EZB schont Schuldensünder nicht Von Harald Schmidt und Max-Morten Borgmann, dpa (Mit Bild).",Frankfurt/Main,,2011-03-03,"Nun wird es ernst für die Schuldensünder: Bei seinem Kampf gegen die Inflation nimmt EZB-Chef Trichet keine Rücksicht auf Euroländer, die unter einer enormen Zinslast leiden.","[['ernst', 'schuldensund', 'kampf', 'inflation', 'nimmt', 'ezbchef', 'trichet', 'kein', 'rucksicht', 'euroland', 'enorm', 'zinslast', 'leid']]"
19932832,85900,85900,26784382.xml,wi,KORR-Inland EZB Zinsen,"Schocktherapie: EZB schont Schuldensünder nicht Von Harald Schmidt und Max-Morten Borgmann, dpa (Mit Bild).",Frankfurt/Main,,2011-03-03,"Trichet mahnte nachdrücklich zur Lohnzurückhaltung, denn die EZB will Zweitrundeneffekte bei der Inflation vermeiden, wie Ress betont.","[['trichet', 'mahnt', 'nachdruck', 'lohnzuruckhalt', 'ezb', 'zweitrundeneffekt', 'inflation', 'vermeid', 'ress', 'betont']]"
19932928,85996,85996,26784966.xml,wi,Börsen Effekten,(Zusammenfassung 1815) Dax im Plus - EZB-Aussagen begrenzen die Gewinne.,Frankfurt/Main,,2011-03-03,"Die Europäische Zentralbank (EZB) hatte den Leitzins zwar bei 1,0 Prozent belassen, allerdings den Ton wegen der anziehenden Inflation verschärft.","[['europa', 'zentralbank', 'ezb', 'leitzin', 'prozent', 'belass', 'allerding', 'ton', 'weg', 'anzieh', 'inflation', 'verscharft']]"
19944702,97770,97770,26850105.xml,wi,Konjunktur Mittelstand,KfW: Mittelstand in Spitzenlaune.,Frankfurt/Main,,2011-03-08,Er sieht allerdings auch Risiken: Die Inflation könne den privaten Konsum dämpfen und die Europäische Zentralbank zu weiteren Zinsanhebungen veranlassen.,"[['sieht', 'allerding', 'risik', 'inflation', 'konn', 'privat', 'konsum', 'dampf', 'europa', 'zentralbank', 'weit', 'zinsanheb', 'veranlass']]"
19973527,126595,126595,26984316.xml,wi,EU Preise Verbraucher,Inflation in Euro-Ländern steigt weiter.,Luxemburg,,2011-03-16,Die Inflation hat sich damit weiter von dem Zielwert der Europäischen Zentralbank (EZB) entfernt.,"[['inflation', 'zielwert', 'europa', 'zentralbank', 'ezb', 'entfernt']]"
19973528,126596,126596,26984316.xml,wi,EU Preise Verbraucher,Inflation in Euro-Ländern steigt weiter.,Luxemburg,,2011-03-16,Die EZB strebt mittelfristig eine Inflationsrate von knapp zwei Prozent an.,"[['ezb', 'strebt', 'mittelfrist', 'inflationsrat', 'knapp', 'zwei', 'prozent']]"
19985292,138360,138360,27018816.xml,wi,Finanzen SPD EU,Finanzen/EU/SPD/ (Zusammenfassung 1745) Juncker: Euro-Rettung führt nicht in Transferunion (Mit Bild).,Frankfurt/Main,,2011-03-18,"Juncker betonte: «Es würde den Deutschen schlechter gehen ohne den Euro.» Der Präsident der Europäischen Zentralbank (EZB), Jean-Claude Trichet, erklärte, die Inflationsraten in Deutschland und Europa seien im Schnitt der vergangenen Jahre knapp unter der EZB- Warnschwelle von 2,0 Prozent geblieben.","[['junck', 'betont', '«', 'deutsch', 'schlecht', 'geh', 'ohn', 'euro', '»', 'prasident', 'europa', 'zentralbank', 'ezb', 'jeanclaud', 'trichet', 'erklart', 'inflationsrat', 'deutschland', 'europa', 'seien', 'schnitt', 'vergang', 'jahr', 'knapp', 'ezb', 'warnschwell', 'prozent', 'geblieb']]"
